dataset_id,dataset,feature_resolution,feature_type,mapper,training_resolution,run_id,outer_run_id,row_type,patch_id,status,sfm_status,patch_size,gaussian_limit,max_width,ssim,psnr,lpips,metric_source,eval_target_source,eval_image_width,eval_image_height,training_runtime_seconds,actual_splat_count,peak_ram_mib,peak_vram_mib,failure_reason,sfm_warning,updated_at,source_uri
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p000,COMPLETE,complete,400,1000000,,0.7070690497756005,23.188421932429634,0.5119627378880978,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,454.632,1000000,8178,7281,completed_requested_iterations,,2026-07-12T07:40:02.367045+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p003,COMPLETE,complete,400,1000000,,0.6686009535422692,21.550392697152034,0.49998522645387894,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,455.857,1000000,8845,11511,completed_requested_iterations,,2026-07-12T07:54:30.848685+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p007,COMPLETE,complete,400,1000000,,0.7102459950579537,22.80984475033092,0.4685670882463455,python_full_resolution_undistorted,full_resolution_undistorted,5363,4712,454.939,1000000,8714,11525,completed_requested_iterations,,2026-07-12T08:08:48.334532+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p010,COMPLETE,complete,400,1000000,,0.6800934076309204,21.80670480334077,0.5022002823650837,python_full_resolution_undistorted,full_resolution_undistorted,5363,4712,447.067,1000000,8932,11551,completed_requested_iterations,,2026-07-12T08:23:38.309495+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p014,COMPLETE,complete,400,1000000,,0.6410510257670754,20.775527106671166,0.5184495284369117,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,444.797,1000000,8815,11573,completed_requested_iterations,,2026-07-12T08:38:09.834122+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p017,COMPLETE,complete,400,1000000,,0.6628614813089371,21.829948554500028,0.48639716804027555,python_full_resolution_undistorted,full_resolution_undistorted,5363,4712,444.922,1000000,8912,11521,completed_requested_iterations,,2026-07-12T08:52:51.922758+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p021,COMPLETE,complete,400,1000000,,0.6378558481994429,20.727971229689658,0.5127792970130318,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,444.384,1000000,8905,11445,completed_requested_iterations,,2026-07-12T09:07:27.145234+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p024,COMPLETE,complete,400,1000000,,0.6706676557660103,21.850012905344933,0.5032303802669048,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,457.039,1000000,9025,11489,completed_requested_iterations,,2026-07-12T09:22:26.250851+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p028,COMPLETE,complete,400,1000000,,0.6438281118869782,21.17186999001181,0.541109025478363,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,463.144,1000000,9318,11453,completed_requested_iterations,,2026-07-12T09:37:22.946895+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_1m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p031,COMPLETE,complete,400,1000000,,0.662647925890409,21.037832401366927,0.5084858819460257,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,464.844,1000000,8966,11605,completed_requested_iterations,,2026-07-12T09:52:16.403906+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_2m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p000,COMPLETE,complete,400,2000000,,0.7056257545948028,22.698606241535046,0.462433909624815,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,579.652,2000000,8140,7281,completed_requested_iterations,,2026-07-12T10:30:51.278744+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
D1,dataset1,1024,sift,global,1024,splat_dataset1_sfm_1024_sift_global_res1024_patch400_2m,splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2,patch,p003,COMPLETE,complete,400,2000000,,0.6617998855236249,20.896314211719936,0.4562968527659392,python_full_resolution_undistorted,full_resolution_undistorted,5347,4691,584.771,2000000,8794,11927,completed_requested_iterations,,2026-07-12T10:47:51.623526+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage2_resolution_fullres_eval/runs/splat_dataset1_sfm_1024_sift_global_res1024_patch400_stage2/ablation_eval/results_splat.csv
