stage,dataset_id,dataset,outer_run_id,source_uri,remote_prefix,row_count,complete_rows,failed_rows,training_runtime_seconds,peak_ram_mib,peak_vram_mib,first_updated_at,last_updated_at,evidence_archive,evidence_path
stage1,D1,dataset1,sfm_dataset1_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_sift_global_fullres_eval/,10,10,0,38578.451,18089,16413,2026-07-08T13:36:57.699323+00:00,2026-07-09T02:33:21.170545+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset1_sfm_full_sift_global_fullres_eval/
stage1,D1,dataset1,sfm_dataset1_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-08T20:34:51.664683+00:00,2026-07-08T20:34:51.664683+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset1_sfm_full_sift_incremental_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_1024_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_aliked_global_fullres_eval/,7,7,0,22251.118,12098,15101,2026-07-08T01:00:15.316779+00:00,2026-07-08T08:51:07.588958+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_1024_aliked_global_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_1024_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_aliked_incremental_fullres_eval/,2,0,2,,,,2026-07-08T00:46:54.993426+00:00,2026-07-08T00:46:54.993426+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_1024_aliked_incremental_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_1024_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_sift_global_fullres_eval/,10,10,0,33347.606,15878,13641,2026-07-08T07:35:16.247460+00:00,2026-07-08T18:59:59.763869+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_1024_sift_global_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_1024_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_1024_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-08T20:34:27.944520+00:00,2026-07-08T20:34:27.944520+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_1024_sift_incremental_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_2048_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_aliked_global_fullres_eval/,7,7,0,23466.173,12445,13551,2026-07-08T01:32:50.119961+00:00,2026-07-08T09:44:40.018002+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_2048_aliked_global_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_2048_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_aliked_incremental_fullres_eval/,3,0,3,,,,2026-07-08T02:01:04.305615+00:00,2026-07-08T02:01:04.305615+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_2048_aliked_incremental_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_2048_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_sift_global_fullres_eval/,10,10,0,33024.404,16017,13581,2026-07-08T08:10:27.957319+00:00,2026-07-08T19:40:57.716455+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_2048_sift_global_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_2048_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_2048_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-08T20:34:38.530929+00:00,2026-07-08T20:34:38.530929+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_2048_sift_incremental_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_full_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/,7,7,0,23436.014,12362,15065,2026-07-08T01:51:26.866340+00:00,2026-07-08T10:06:19.969563+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_full_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_incremental_fullres_eval/,3,0,3,,,,2026-07-08T02:15:14.824024+00:00,2026-07-08T02:15:14.824024+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_full_aliked_incremental_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/,10,10,0,32503.743,16514,15277,2026-07-08T09:24:13.986523+00:00,2026-07-08T20:49:41.064662+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/
stage1,D2,dataset2,sfm_dataset2_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-08T20:34:47.149863+00:00,2026-07-08T20:34:47.149863+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset2_sfm_full_sift_incremental_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/,8,8,0,26917.793,12377,18739,2026-07-08T00:15:58.548764+00:00,2026-07-08T08:50:59.734715+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/,8,0,8,,,,2026-07-08T12:37:52.249152+00:00,2026-07-08T12:37:52.249152+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_1024_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/,9,9,0,27737.388,13074,11301,2026-07-08T02:11:16.830443+00:00,2026-07-08T10:53:59.832716+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/,9,9,0,27955.236,13303,10623,2026-07-08T23:12:50.621763+00:00,2026-07-09T08:25:49.120600+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_2048_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/,8,8,0,25951.858,12425,12661,2026-07-08T00:44:52.193974+00:00,2026-07-08T09:14:14.295499+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_2048_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_incremental_fullres_eval/,8,0,8,,,,2026-07-08T15:34:09.737469+00:00,2026-07-08T15:34:09.737469+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_2048_aliked_incremental_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_2048_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_sift_global_fullres_eval/,10,10,0,29716.788,13086,12517,2026-07-08T02:20:35.323484+00:00,2026-07-08T11:49:16.371831+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_2048_sift_global_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_2048_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_sift_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_sift_incremental_fullres_eval/,9,9,0,28270.300,13478,11747,2026-07-08T09:49:19.947563+00:00,2026-07-08T19:03:07.219584+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_2048_sift_incremental_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_full_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_aliked_global_fullres_eval/,8,8,0,25886.215,12847,13331,2026-07-08T00:40:40.986513+00:00,2026-07-08T09:07:03.871593+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_full_aliked_global_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_full_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_aliked_incremental_fullres_eval/,8,0,8,,,,2026-07-08T14:54:24.832637+00:00,2026-07-08T14:54:24.832637+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_full_aliked_incremental_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_sift_global_fullres_eval/,9,9,0,27984.030,13190,11931,2026-07-08T03:14:23.993227+00:00,2026-07-08T12:12:08.247190+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_full_sift_global_fullres_eval/
stage1,D3,dataset3,sfm_dataset3_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_full_sift_incremental_fullres_eval/,9,9,0,27990.250,13362,13713,2026-07-08T10:43:56.241801+00:00,2026-07-08T19:48:52.289353+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset3_sfm_full_sift_incremental_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_1024_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_aliked_global_fullres_eval/,10,10,0,35891.642,14511,14249,2026-07-08T16:52:07.184454+00:00,2026-07-09T05:25:02.152988+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_1024_aliked_global_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_1024_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_aliked_incremental_fullres_eval/,5,0,5,,,,2026-07-08T16:23:19.733706+00:00,2026-07-08T16:23:19.733706+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_1024_aliked_incremental_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_1024_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_sift_global_fullres_eval/,10,10,0,36001.118,15683,16323,2026-07-08T21:11:01.279629+00:00,2026-07-09T09:43:05.165679+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_1024_sift_global_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_1024_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_1024_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-09T09:26:07.791750+00:00,2026-07-09T09:26:07.791750+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_1024_sift_incremental_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_2048_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_aliked_global_fullres_eval/,10,10,0,31916.780,14390,13689,2026-07-08T17:54:21.981478+00:00,2026-07-09T03:49:17.471463+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_2048_aliked_global_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_2048_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_aliked_incremental_fullres_eval/,4,0,4,,,,2026-07-08T17:41:53.394340+00:00,2026-07-08T17:41:53.394340+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_2048_aliked_incremental_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_2048_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_sift_global_fullres_eval/,10,10,0,35704.787,15660,14019,2026-07-08T21:47:05.845749+00:00,2026-07-09T10:03:36.545876+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_2048_sift_global_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_2048_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_2048_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-09T09:21:49.892866+00:00,2026-07-09T09:21:49.892866+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_2048_sift_incremental_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_full_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_aliked_global_fullres_eval/,10,10,0,34900.581,14827,14147,2026-07-08T19:31:42.122677+00:00,2026-07-09T07:34:29.877851+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_full_aliked_global_fullres_eval/
