stage,dataset_id,dataset,outer_run_id,source_uri,remote_prefix,row_count,complete_rows,failed_rows,training_runtime_seconds,peak_ram_mib,peak_vram_mib,first_updated_at,last_updated_at,evidence_archive,evidence_path
stage1,D4,dataset4,sfm_dataset4_sfm_full_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_aliked_incremental_fullres_eval/,4,0,4,,,,2026-07-08T16:59:37.511745+00:00,2026-07-08T16:59:37.511745+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_full_aliked_incremental_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_sift_global_fullres_eval/,10,10,0,37157.477,16204,16245,2026-07-09T00:43:02.851182+00:00,2026-07-09T13:27:49.514635+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_full_sift_global_fullres_eval/
stage1,D4,dataset4,sfm_dataset4_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset4_sfm_full_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-09T09:15:58.095492+00:00,2026-07-09T09:15:58.095492+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset4_sfm_full_sift_incremental_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_1024_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_aliked_global_fullres_eval/,10,10,0,14180.718,8802,6071,2026-07-08T22:53:07.426930+00:00,2026-07-09T03:30:17.486181+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_1024_aliked_global_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_1024_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_aliked_incremental_fullres_eval/,1,0,1,,,,2026-07-09T20:01:57.471437+00:00,2026-07-09T20:01:57.471437+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_1024_aliked_incremental_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_1024_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_sift_global_fullres_eval/,10,10,0,12677.557,10038,6033,2026-07-08T20:25:43.796093+00:00,2026-07-09T00:33:29.966562+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_1024_sift_global_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_1024_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_1024_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-09T19:23:35.697068+00:00,2026-07-09T19:23:35.697068+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_1024_sift_incremental_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_2048_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_aliked_global_fullres_eval/,10,10,0,13522.345,9809,9045,2026-07-08T23:03:47.953118+00:00,2026-07-09T03:18:47.208101+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_2048_aliked_global_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_2048_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_aliked_incremental_fullres_eval/,1,0,1,,,,2026-07-09T20:12:34.368224+00:00,2026-07-09T20:12:34.368224+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_2048_aliked_incremental_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_2048_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_sift_global_fullres_eval/,10,10,0,13479.717,10296,6043,2026-07-08T20:54:25.366637+00:00,2026-07-09T01:15:52.476810+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_2048_sift_global_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_2048_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_2048_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-09T17:56:05.817760+00:00,2026-07-09T17:56:05.817760+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_2048_sift_incremental_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_full_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_aliked_global_fullres_eval/,10,10,0,13674.352,9712,7999,2026-07-08T22:13:42.564325+00:00,2026-07-09T02:23:04.149239+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_full_aliked_global_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_full_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_aliked_incremental_fullres_eval/,1,0,1,,,,2026-07-09T19:57:20.056338+00:00,2026-07-09T19:57:20.056338+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_full_aliked_incremental_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_sift_global_fullres_eval/,10,10,0,10724.455,8809,5669,2026-07-08T22:02:15.356744+00:00,2026-07-09T01:02:55.053252+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_full_sift_global_fullres_eval/
stage1,D5,dataset5,sfm_dataset5_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset5_sfm_full_sift_incremental_fullres_eval/,1,0,1,,,,2026-07-09T17:12:47.942022+00:00,2026-07-09T17:12:47.942022+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset5_sfm_full_sift_incremental_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_1024_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_aliked_global_fullres_eval/,10,8,2,14161.617,8332,9951,2026-07-22T19:37:17.760952+00:00,2026-07-22T23:46:01.516456+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_1024_aliked_global_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_1024_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_aliked_incremental_fullres_eval/,1,0,1,,14632,7003,2026-07-23T11:14:39.224571+00:00,2026-07-23T11:14:39.224571+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_1024_aliked_incremental_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_1024_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_sift_global_fullres_eval/,10,10,0,16073.183,10458,8751,2026-07-23T00:21:54.920356+00:00,2026-07-23T05:09:17.465420+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_1024_sift_global_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_1024_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_1024_sift_incremental_fullres_eval/,1,0,1,,24734,1811,2026-07-23T11:14:49.865940+00:00,2026-07-23T11:14:49.865940+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_1024_sift_incremental_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_2048_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_aliked_global_fullres_eval/,10,9,1,15308.068,10079,18097,2026-07-22T22:33:15.664863+00:00,2026-07-23T03:07:17.261026+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_2048_aliked_global_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_2048_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_aliked_incremental_fullres_eval/,1,0,1,,23542,22409,2026-07-23T11:15:12.690301+00:00,2026-07-23T11:15:12.690301+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_2048_aliked_incremental_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_2048_sift_global_fullres_eval_retry1,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_sift_global_fullres_eval_retry1/recovery/stage1_ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_sift_global_fullres_eval_retry1/,10,10,0,12338.767,6807,6455,2026-07-24T00:15:11.752967+00:00,2026-07-24T04:51:28.782921+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_2048_sift_global_fullres_eval_retry1/
stage1,D6,dataset6,sfm_dataset6_sfm_2048_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_2048_sift_incremental_fullres_eval/,1,0,1,,25866,1761,2026-07-23T11:14:48.671453+00:00,2026-07-23T11:14:48.671453+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_2048_sift_incremental_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_full_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_aliked_global_fullres_eval/,10,10,0,16712.722,10232,20703,2026-07-22T23:43:05.362287+00:00,2026-07-23T04:53:09.383695+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_full_aliked_global_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_full_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_aliked_incremental_fullres_eval/,1,0,1,,23555,12139,2026-07-23T11:14:49.280563+00:00,2026-07-23T11:14:49.280563+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_full_aliked_incremental_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_sift_global_fullres_eval/,10,10,0,12935.128,9860,7285,2026-07-23T03:05:51.259291+00:00,2026-07-23T14:04:31.192669+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_full_sift_global_fullres_eval/
stage1,D6,dataset6,sfm_dataset6_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset6_sfm_full_sift_incremental_fullres_eval/,1,0,1,,32535,1805,2026-07-23T11:14:32.589931+00:00,2026-07-23T11:14:32.589931+00:00,stage-1-metadata-20260724.tar.zst,runs/sfm_dataset6_sfm_full_sift_incremental_fullres_eval/
