dataset_id,dataset,feature_resolution,feature_type,mapper,run_id,row_type,patch_id,status,sfm_status,patch_size,gaussian_limit,max_width,ssim,psnr,lpips,metric_source,eval_target_source,eval_image_width,eval_image_height,training_runtime_seconds,actual_splat_count,peak_ram_mib,peak_vram_mib,failure_reason,sfm_warning,updated_at,source_uri
D2,dataset2,full,aliked,global,sfm_dataset2_sfm_full_aliked_global_fullres_eval,patch,p002,COMPLETE,complete,400,1000000,,0.7191016778349877,21.693108182304563,0.6510188341140747,python_full_resolution_undistorted,full_resolution_undistorted,5382,4711,3318.416,1000000,11861,15003,,,2026-07-08T04:36:44.676166+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,global,sfm_dataset2_sfm_full_aliked_global_fullres_eval,patch,p003,COMPLETE,complete,400,1000000,,0.6632453203201294,20.06794497484353,0.6924751636229063,python_full_resolution_undistorted,full_resolution_undistorted,5382,4711,3521.546,1000000,11859,15057,,,2026-07-08T06:02:36.807752+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,global,sfm_dataset2_sfm_full_aliked_global_fullres_eval,patch,p004,COMPLETE,complete,400,1000000,,0.663972295820713,21.691577210532678,0.682532300055027,python_full_resolution_undistorted,full_resolution_undistorted,5365,4702,3398.488,1000000,12362,15005,,,2026-07-08T07:26:39.065578+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,global,sfm_dataset2_sfm_full_aliked_global_fullres_eval,patch,p005,COMPLETE,complete,400,1000000,,0.7074302526620718,23.563803122066265,0.6095867042358105,python_full_resolution_undistorted,full_resolution_undistorted,5382,4711,3083.082,1000000,10743,15015,,,2026-07-08T08:36:38.209080+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,global,sfm_dataset2_sfm_full_aliked_global_fullres_eval,patch,p006,COMPLETE,complete,400,1000000,,0.7337834939360619,22.293115426587093,0.6507982224225998,python_full_resolution_undistorted,full_resolution_undistorted,5382,4711,3667.099,1000000,11862,15065,,,2026-07-08T10:06:19.969563+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,incremental,sfm_dataset2_sfm_full_aliked_incremental_fullres_eval,patch,p000,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:25,2026-07-08T02:15:14.824024+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,incremental,sfm_dataset2_sfm_full_aliked_incremental_fullres_eval,patch,p001,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:25,2026-07-08T02:15:14.824024+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,aliked,incremental,sfm_dataset2_sfm_full_aliked_incremental_fullres_eval,patch,p002,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:25,2026-07-08T02:15:14.824024+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p000,COMPLETE,complete,400,1000000,,0.7528252341808417,24.030662071148033,0.5847225464307345,python_full_resolution_undistorted,full_resolution_undistorted,5365,4713,3887.476,1000000,13737,8841,,,2026-07-08T09:24:13.986523+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p002,COMPLETE,complete,400,1000000,,0.7047051356898414,23.34994197699869,0.6158398869964812,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3145.187,1000000,13979,15025,,,2026-07-08T10:38:17.139194+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p005,COMPLETE,complete,400,1000000,,0.7208305284380913,23.541003415738693,0.6041169926524163,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3164.971,1000000,14204,15277,,,2026-07-08T11:54:54.398971+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p007,COMPLETE,complete,400,1000000,,0.7155997251209459,23.682960270397263,0.6047636552860862,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3244.579,1000000,14084,15003,,,2026-07-08T13:12:38.203386+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p010,COMPLETE,complete,400,1000000,,0.6322733234418066,21.638951322945534,0.6023032296645013,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3242.945,1000000,14807,15103,,,2026-07-08T14:30:22.168125+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p012,COMPLETE,complete,400,1000000,,0.6886875966661855,23.416878031588357,0.6277198854245638,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3275.823,1000000,14261,15133,,,2026-07-08T15:47:27.616830+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p015,COMPLETE,complete,400,1000000,,0.5253744721412659,18.96614861383991,0.6656552970409393,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3209.021,1000000,16033,15077,,,2026-07-08T17:04:19.699942+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p017,COMPLETE,complete,400,1000000,,0.5548732471771729,19.96189107454814,0.6349493983464364,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3179.624,1000000,15727,15045,,,2026-07-08T18:20:23.905058+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p020,COMPLETE,complete,400,1000000,,0.5194386312594781,18.56609612705318,0.6629877686500549,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3116.774,1000000,15899,15029,,,2026-07-08T19:35:33.012390+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,global,sfm_dataset2_sfm_full_sift_global_fullres_eval,patch,p022,COMPLETE,complete,400,1000000,,0.5185785874724388,18.69875048990097,0.6610471174120903,python_full_resolution_undistorted,full_resolution_undistorted,5384,4712,3037.343,1000000,16514,15133,,,2026-07-08T20:49:41.064662+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv
D2,dataset2,full,sift,incremental,sfm_dataset2_sfm_full_sift_incremental_fullres_eval,run,,FAIL,failed,,,,,,,,,,,,,,,sfm_timeout_exceeded_24h,sfm_timeout_exceeded_24h,2026-07-08T20:34:47.149863+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset2_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p000,COMPLETE,complete,400,1000000,,0.7421224299404356,24.92823209176281,0.6515087121062808,python_full_resolution_undistorted,full_resolution_undistorted,3476,5215,3247.756,1000000,11529,5385,,,2026-07-08T00:15:58.548764+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p001,COMPLETE,complete,400,1000000,,0.7246339783072472,24.302972067960575,0.6715469747781754,python_full_resolution_undistorted,full_resolution_undistorted,3473,5211,3492.453,1000000,12164,11025,,,2026-07-08T01:31:54.108049+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p002,COMPLETE,complete,400,1000000,,0.6931505709886551,21.885351811477882,0.7141401931643486,python_full_resolution_undistorted,full_resolution_undistorted,3473,5211,3536.494,1000000,12339,18739,,,2026-07-08T02:48:03.654059+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p003,COMPLETE,complete,400,1000000,,0.7023218363523483,23.594333576861896,0.6897387012839318,python_full_resolution_undistorted,full_resolution_undistorted,3473,5211,3424.522,1000000,12209,12303,,,2026-07-08T04:02:50.566328+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p004,COMPLETE,complete,400,1000000,,0.7328125865031512,25.67527036825526,0.660419639868614,python_full_resolution_undistorted,full_resolution_undistorted,3473,5211,3047.585,1000000,12344,10957,,,2026-07-08T05:11:08.135596+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p005,COMPLETE,complete,400,1000000,,0.7095561654944169,24.297926882613687,0.6888365949455061,python_full_resolution_undistorted,full_resolution_undistorted,3473,5211,3519.246,1000000,12327,12391,,,2026-07-08T06:26:53.472822+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p006,COMPLETE,complete,400,1000000,,0.7246881080301184,23.818011835008736,0.6720316488491861,python_full_resolution_undistorted,full_resolution_undistorted,3473,5211,3539.973,1000000,12245,12391,,,2026-07-08T07:42:37.704919+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,global,sfm_dataset3_sfm_1024_aliked_global_fullres_eval,patch,p007,COMPLETE,complete,400,1000000,,0.7300705562035242,25.643013408354122,0.6522057089540694,python_full_resolution_undistorted,full_resolution_undistorted,3476,5215,3109.764,1000000,12377,10269,,,2026-07-08T08:50:59.734715+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p000,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p001,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p002,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p003,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p004,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p005,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p006,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,aliked,incremental,sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval,patch,p007,FAIL,complete_with_warnings,,,,,,,,,,,,,,,SfM status complete_with_warnings; downstream evaluation was not scheduled,multiple_sparse_models:11,2026-07-08T12:37:52.249152+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p000,COMPLETE,complete,400,1000000,,0.7258827243095789,24.44158725621516,0.659807637715951,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,3134.411,1000000,12734,5677,,,2026-07-08T02:11:16.830443+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p001,COMPLETE,complete,400,1000000,,0.7151029140521319,22.79255340861425,0.6835482854109544,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,3438.345,1000000,13013,10735,,,2026-07-08T03:25:24.731503+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p002,COMPLETE,complete,400,1000000,,0.7419210849581538,25.898014961131633,0.6451985658826055,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,3091.568,1000000,12990,10787,,,2026-07-08T04:33:07.469857+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p003,COMPLETE,complete,400,1000000,,0.7547376065543203,26.06461179985495,0.6245849836956371,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,2919.519,1000000,12575,10679,,,2026-07-08T05:36:26.146121+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p004,COMPLETE,complete,400,1000000,,0.7394583687186241,25.468443574234605,0.6423169553279877,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,3058.257,1000000,13074,10783,,,2026-07-08T06:45:22.528380+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p005,COMPLETE,complete,400,1000000,,0.7446461960673332,25.454990320547935,0.6520859211683273,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,3272.679,1000000,12878,10645,,,2026-07-08T07:57:25.171546+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p006,COMPLETE,complete,400,1000000,,0.7147984419550214,25.953980749589295,0.6560365302222115,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,3212.241,1000000,12766,10631,,,2026-07-08T09:06:14.820039+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p007,COMPLETE,complete,400,1000000,,0.724129644724039,26.60979272790681,0.6569373584710635,python_full_resolution_undistorted,full_resolution_undistorted,3487,5229,2906.828,1000000,10872,11301,,,2026-07-08T10:06:13.675332+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,global,sfm_dataset3_sfm_1024_sift_global_fullres_eval,patch,p008,COMPLETE,complete,400,1000000,,0.7132277687390646,26.75520528951552,0.6207541724046072,python_full_resolution_undistorted,full_resolution_undistorted,3484,5223,2703.54,1000000,7841,10425,,,2026-07-08T10:53:59.832716+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p000,COMPLETE,complete,400,1000000,,0.7440528320638757,24.94485578674212,0.6504214704036713,python_full_resolution_undistorted,full_resolution_undistorted,3483,5224,3027.078,1000000,12900,5397,,,2026-07-08T23:12:50.621763+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p001,COMPLETE,complete,400,1000000,,0.7445514135890536,26.09232017965514,0.6359139581521353,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,3058.996,1000000,12967,10449,,,2026-07-09T00:20:30.490241+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p002,COMPLETE,complete,400,1000000,,0.6912236109375953,23.424664108201277,0.7088052660226822,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,3555.53,1000000,13279,10623,,,2026-07-09T01:37:36.254382+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p003,COMPLETE,complete,400,1000000,,0.716754191961044,25.784263703013092,0.6645054511534862,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,3087.935,1000000,13158,10359,,,2026-07-09T02:47:00.172662+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p004,COMPLETE,complete,400,1000000,,0.7277072072029114,25.674945645634594,0.6597842160198424,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,2947.39,1000000,13184,10379,,,2026-07-09T03:52:38.107297+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p005,COMPLETE,complete,400,1000000,,0.7210299438900418,26.251909074080555,0.6671451181173325,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,2997.63,1000000,13270,10367,,,2026-07-09T04:59:02.522594+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p006,COMPLETE,complete,400,1000000,,0.7300997499157401,26.05398899353515,0.6450896192999447,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,3082.866,1000000,13016,10395,,,2026-07-09T06:06:12.337992+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p007,COMPLETE,complete,400,1000000,,0.7378249030846816,25.883673928097785,0.647968237216656,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,3219.972,1000000,13089,10367,,,2026-07-09T07:17:54.166736+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,1024,sift,incremental,sfm_dataset3_sfm_1024_sift_incremental_fullres_eval,patch,p008,COMPLETE,complete,400,1000000,,0.7468604246775309,26.04123122171415,0.6285501993619479,python_full_resolution_undistorted,full_resolution_undistorted,3481,5218,2977.839,1000000,13303,10295,,,2026-07-09T08:25:49.120600+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,2048,aliked,global,sfm_dataset3_sfm_2048_aliked_global_fullres_eval,patch,p000,COMPLETE,complete,400,1000000,,0.7525857022830418,25.66584026689523,0.639366957119533,python_full_resolution_undistorted,full_resolution_undistorted,3484,5225,3092.102,1000000,12015,5397,,,2026-07-08T00:44:52.193974+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,2048,aliked,global,sfm_dataset3_sfm_2048_aliked_global_fullres_eval,patch,p001,COMPLETE,complete,400,1000000,,0.7335256725549698,24.919414965204197,0.6569780349731446,python_full_resolution_undistorted,full_resolution_undistorted,3483,5221,3387.84,1000000,12251,11129,,,2026-07-08T02:00:10.552401+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,2048,aliked,global,sfm_dataset3_sfm_2048_aliked_global_fullres_eval,patch,p002,COMPLETE,complete,400,1000000,,0.6995244428515435,22.653755599754064,0.6954316675662995,python_full_resolution_undistorted,full_resolution_undistorted,3483,5221,3442.826,1000000,12268,12661,,,2026-07-08T03:15:46.148615+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv
D3,dataset3,2048,aliked,global,sfm_dataset3_sfm_2048_aliked_global_fullres_eval,patch,p003,COMPLETE,complete,400,1000000,,0.7124736353754997,24.8739330988736,0.6709453582763671,python_full_resolution_undistorted,full_resolution_undistorted,3483,5221,3348.306,1000000,12330,10675,,,2026-07-08T04:29:58.617465+00:00,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset3_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv
