outer_run_id,source_uri,local_path,bytes,sha256
sfm_dataset1_sfm_1024_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/source_results.csv,1680,207713c53a0b9a2db47f14e8ca8ecf3d82e40c8f214cb45adc338472484c954e
sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/source_results.csv,298,39db4462af80f9c5d63208487ac3ac84ffe996ec2010f17b931958a3ddb3a8cb
sfm_dataset1_sfm_1024_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/source_results.csv,3708,60ae5039c7fc15c31b55eca497414a8180054aea37fd0ba01abb03ff8992621b
sfm_dataset1_sfm_1024_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_1024_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_1024_sift_incremental_fullres_eval/source_results.csv,860,0d1b09ff9b98165733c3be40ae1b1a0adbe679c3bd9207ba3f0e5dcb84af24c9
sfm_dataset1_sfm_2048_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_2048_aliked_global_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_2048_aliked_global_fullres_eval/source_results.csv,1678,ee4aa7ae192e0fde746293a30dbf392de23bd22caaeef186600b48fc60c44aa7
sfm_dataset1_sfm_2048_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_2048_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_2048_aliked_incremental_fullres_eval/source_results.csv,298,39db4462af80f9c5d63208487ac3ac84ffe996ec2010f17b931958a3ddb3a8cb
sfm_dataset1_sfm_2048_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_2048_sift_global_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_2048_sift_global_fullres_eval/source_results.csv,3711,e18dfc515f2dcc57ea1b9b1ed0668b405212209a08be995ebd9fb939775f68ee
sfm_dataset1_sfm_2048_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_2048_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_2048_sift_incremental_fullres_eval/source_results.csv,860,d1ce65f225f7aa8a96fb029bb420d1b01ba690ce3a49dddb7dee82f667afa050
sfm_dataset1_sfm_full_aliked_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_aliked_global_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_full_aliked_global_fullres_eval/source_results.csv,1681,186bc916dc9deacea504ee597f48eb4c51bfd187586a6154a6c7b0b76ac0590a
sfm_dataset1_sfm_full_aliked_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_full_aliked_incremental_fullres_eval/source_results.csv,298,39db4462af80f9c5d63208487ac3ac84ffe996ec2010f17b931958a3ddb3a8cb
sfm_dataset1_sfm_full_sift_global_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_sift_global_fullres_eval/ablation_eval/results_splat.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_full_sift_global_fullres_eval/source_results.csv,3709,44bdc77929d04832f370b7f8ad16bf2e6f8a96a66d3a16ecde932ee579c5a30b
sfm_dataset1_sfm_full_sift_incremental_fullres_eval,s3://3dreefs-ben-eu-north1/experiments/ablations/stage1_fullres_eval/runs/sfm_dataset1_sfm_full_sift_incremental_fullres_eval/ablation_eval/results_sfm.csv,experiments/results/stage1/runs/sfm_dataset1_sfm_full_sift_incremental_fullres_eval/source_results.csv,860,56466d2f2c62f1adba9d6e53a59004b137c9c5958b134025fbf9ca1d7a0556fa
